provincia;departamento;sector;ambito;grado;  0años  ;  1año  ;  2años  ;  3años  ;  4años  ;  5años  ;  6años  ;  7años  ;  8años  ;  9años  ;  10años  ;  11años  ;  12años  ;  13años  ;  14años  ;  15años  ;  16años  ;  17años  ;  18años  ;  19años  ;  20años  ;  21años  ;  22años  ;  23años  ;  24años  ;  25años  ;  26años  ;  27años  ;  28años  ;  29años  ;  30añosymás  
Ciudad de Buenos Aires;Comuna 9;Privado;Urbano;Sala de 3;     ;     ;     ; 889 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 9;Privado;Urbano;Sala de 4;     ;     ;     ;     ; 1.114 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 9;Privado;Urbano;Sala de 5;     ;     ;     ; 23 ;     ; 1.172 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Comuna 9;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 76 ; 110 ; 103 ; 115 ; 103 ; 85 ; 69 ; 75 ; 59 ; 61 ; 41 ; 27 ; 182 
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 1.112 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 7 ; 1.042 ; 112 ; 19 ; 7 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 9 ; 939 ; 90 ; 31 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1 ; 9 ; 935 ; 118 ; 17 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2 ; 103 ; 25 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 1.156 ; 11 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 1.224 ; 17 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.211 ; 13 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.193 ; 18 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.189 ; 19 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.134 ; 34 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4 ; 1.257 ; 55 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 8 ; 1.187 ; 86 ; 8 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;Deambuladores;     ; 38 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;Sala de 2;     ; 1 ; 220 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;Sala de 3;     ;     ;     ; 710 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;Sala de 4;     ;     ;     ; 2 ; 932 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ; 1.061 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Ciudad de Buenos Aires;Enmascarado;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 72 ; 82 ; 71 ; 104 ; 83 ; 68 ; 81 ; 71 ; 52 ; 67 ; 35 ; 47 ; 437 
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;1°;     ;     ;     ;     ;     ;     ; 369 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 150 ; 37 ; 19 ; 8 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 116 ; 50 ; 11 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 85 ; 25 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;2°;     ;     ;     ;     ;     ;     ;     ; 350 ; 28 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;3°;     ;     ;     ;     ;     ;     ;     ;     ; 395 ; 53 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 352 ; 25 ; 6 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 375 ; 43 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 359 ; 20 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 190 ; 40 ; 14 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 201 ; 40 ; 14 ; 7 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 178 ; 40 ; 16 ; 4 ; 1 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;Sala de 2;     ;     ; 37 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;Sala de 3;     ;     ;     ; 261 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;Sala de 4;     ;     ;     ;     ; 375 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Rural;Sala de 5;     ;     ;     ;     ;     ; 381 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 4.545 ; 7 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.697 ; 1.357 ; 601 ; 137 ; 35 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.446 ; 1.074 ; 372 ; 83 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.027 ; 904 ; 293 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 363 ; 75 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 5.036 ; 386 ; 22 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 42 ; 23 ; 21 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 5.143 ; 485 ; 37 ; 5 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.882 ; 416 ; 66 ; 15 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.844 ; 461 ; 89 ; 17 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.698 ; 499 ; 100 ; 12 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.718 ; 890 ; 295 ; 139 ; 119 ; 143 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.474 ; 1.337 ; 339 ; 80 ; 23 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.969 ; 1.212 ; 472 ; 139 ; 14 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;Deambuladores;     ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;Lactantes; 8 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;Sala de 2;     ;     ; 155 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;Sala de 3;     ;     ;     ; 2.966 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 4.149 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 4.479 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 397 ; 538 ; 604 ; 537 ; 472 ; 455 ; 390 ; 326 ; 268 ; 244 ; 219 ; 188 ; 2.547 
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 4.250 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.334 ; 221 ; 29 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.317 ; 215 ; 22 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.458 ; 189 ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 58 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 4.234 ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 4.220 ; 15 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.133 ; 13 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.035 ; 27 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.016 ; 26 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.741 ; 87 ; 7 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.664 ; 133 ; 12 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.501 ; 187 ; 17 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;Deambuladores;     ; 422 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;Lactantes; 56 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;Sala de 2;     ;     ; 1.226 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;Sala de 3;     ;     ;     ; 2.860 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;Sala de 4;     ;     ;     ;     ; 3.316 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ; 3.585 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 239 ; 339 ; 384 ; 397 ; 341 ; 330 ; 254 ; 240 ; 191 ; 189 ; 159 ; 189 ; 763 
Buenos Aires;LA PLATA;Estatal;Rural;1°;     ;     ;     ;     ;     ;     ; 118 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 201 ; 38 ; 17 ; 4 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 182 ; 46 ; 18 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 172 ; 33 ; 13 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;2°;     ;     ;     ;     ;     ;     ;     ; 104 ; 7 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;3°;     ;     ;     ;     ;     ;     ;     ;     ; 82 ; 49 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 103 ; 5 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 106 ; 14 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 85 ; 13 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 268 ; 43 ; 16 ; 7 ; 3 ; 5 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 236 ; 67 ; 6 ; 3 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 235 ; 34 ; 9 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;Sala de 3;     ;     ;     ; 26 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;Sala de 4;     ;     ;     ;     ; 86 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Rural;Sala de 5;     ;     ;     ;     ;     ; 113 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 6.982 ; 75 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 5.586 ; 1.576 ; 656 ; 192 ; 36 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.821 ; 1.448 ; 545 ; 128 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.201 ; 1.098 ; 289 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 431 ; 86 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;LA PLATA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 7.195 ; 421 ; 26 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
